Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	stationaryDist[1]	stationaryDist[2]	tree_length
6084	-916.8317	-1058.578	141.7461	0.0339979	0.00601603	0.0147359	0.000149588	0.00696963	0.00091487	0.0031602	0.00434905	0.00991979	0.000539358	0.00623942	0.00569996	0.00488737	0.00232228	0.00280689	0.00179793	0.00153969	0.00135872	0.00338602	2.06905e-06	0.00302043	0.00369658	0.00372146	0.00155074	0.0048632	0.00151977	0.00261095	0.00140109	0.0351361	0.00223922	0.00662808	0.000359103	0.00682597	0.00617199	0.000942282	0.00700607	0.000594132	0.0100975	0.00758767	0.00103655	0.0072105	0.0110569	0.0088647	0.00662274	0.000691726	0.0397299	0.000566936	0.00247312	0.00333535	0.00145309	0.00849189	0.00788866	0.020721	0.00806587	0.00256699	0.0018998	0.00843302	0.0387526	0.0368565	0.0231505	0.00850555	0.00825667	0.00207846	0.000691356	0.0049661	0.0115681	0.0310837	0.00281391	0.0313011	0.000237686	0.0322911	0.0193921	0.00133698	0.00402921	0.0016939	0.00130466	0.00022073	0.000661229	0.00330915	0.0191272	0.00652381	0.00201458	0.0183074	0.0140894	0.000455247	0.4940723	1.505928	0.0727277	0.278515	0.671124	1.49004	3.59047	13.7499	1.895187	3.047991	0.0497852	0.00880963	0.0215787	0.000219051	0.010206	0.0013397	0.00462766	0.00636857	0.0145261	0.000789814	0.00913675	0.00834678	0.00715687	0.00340065	0.0041103	0.00263282	0.00225466	0.00198966	0.00495835	3.02984e-06	0.00442299	0.00541313	0.00544956	0.00227084	0.00712148	0.00222548	0.00382337	0.00205169	0.0514518	0.00327901	0.00970588	0.000525856	0.00999567	0.009038	0.00137984	0.0102594	0.000870023	0.0147864	0.0111111	0.00151788	0.0105588	0.0161913	0.0129811	0.00969807	0.00101293	0.0581788	0.000830197	0.00362153	0.00488415	0.00212785	0.0124352	0.0115518	0.030343	0.0118113	0.00375899	0.00278199	0.012349	0.0567477	0.0539711	0.0339007	0.0124552	0.0120907	0.0030436	0.00101239	0.00727215	0.0169399	0.0455177	0.00412057	0.0458361	0.000348057	0.0472857	0.028397	0.00195781	0.00590021	0.00248048	0.00191049	0.000323228	0.000968276	0.00484579	0.0280091	0.0095532	0.00295007	0.0268087	0.0206319	0.000666645	0.752964	0.247036	0.6828928
6120	-917.7519	-1059.508	141.7565	0.0263993	0.00572018	0.0167974	0.000413215	0.00890098	0.00264856	0.00663347	0.0121445	0.0184416	0.00457158	0.00823107	0.00482113	0.000695653	0.00206395	0.000182129	0.00214826	0.00527727	0.00187778	0.00483506	9.41768e-07	0.00226358	0.00469588	0.00530088	0.00345359	0.000176942	0.00045925	0.00453025	0.00172674	0.0268695	0.00564167	0.00472794	0.00501325	0.00251642	0.00722641	0.005009	0.00798621	0.000957013	0.00763053	0.00897893	0.00666678	0.00168702	0.0147276	0.0155032	0.00203058	0.00209379	0.0669384	0.00195653	0.00201388	0.0080475	0.00471312	0.0153052	0.0063768	0.00580649	0.00563611	0.00101446	0.00278217	0.011883	0.0208175	0.0505774	0.00498649	0.016217	0.00633444	0.00051174	0.00141216	0.0160039	0.0066426	0.0354323	0.0184336	0.0239224	0.00503034	0.0368085	0.0370737	0.00676369	0.00342527	0.00504229	0.00260295	7.20102e-05	0.00196597	0.00243594	0.00550763	0.00416284	0.00291389	0.023993	0.00313641	8.39573e-05	0.4663498	1.53365	0.0897952	0.308673	0.693	1.443	3.23967	11.1365	1.742758	3.288627	0.0349447	0.00757178	0.0222347	0.000546971	0.0117822	0.00350589	0.0087807	0.0160756	0.0244111	0.00605138	0.0108954	0.0063817	0.000920833	0.00273205	0.000241083	0.00284364	0.0069855	0.00248561	0.00640015	1.24661e-06	0.00299629	0.00621591	0.00701675	0.0045715	0.000234217	0.000607907	0.00599667	0.00228568	0.035567	0.00746785	0.00625836	0.00663601	0.00333097	0.00956557	0.00663039	0.0105713	0.00126679	0.0101005	0.0118854	0.00882478	0.0022331	0.0194948	0.0205215	0.00268787	0.00277154	0.0886061	0.00258985	0.00266577	0.0106524	0.00623874	0.0202594	0.00844094	0.00768603	0.00746049	0.00134284	0.00368275	0.0157294	0.027556	0.0669492	0.0066006	0.0214663	0.00838487	0.000677388	0.00186927	0.0211843	0.00879278	0.0469016	0.0244004	0.031666	0.00665864	0.0487233	0.0490743	0.00895307	0.00453402	0.00667446	0.00344551	9.53197e-05	0.00260234	0.00322445	0.00729042	0.00551034	0.00385711	0.0317595	0.00415165	0.000111134	0.766825	0.233175	0.7554606
6156	-918.8501	-1061.044	142.1937	0.0214141	0.00866828	0.0242175	0.000664981	0.0130298	0.0058856	0.00145906	0.00498737	0.0148963	0.000557116	0.00938791	0.00242826	0.00115062	0.00940545	0.00041365	0.00997913	0.00375204	0.00126396	0.00524726	1.33587e-06	0.00126584	0.00354531	0.0187778	0.00141736	0.00260076	0.00606244	0.0103999	0.00127999	0.0357988	0.0157389	0.00347773	0.000842186	0.00319827	0.00484522	0.000542408	0.00463345	0.00303186	0.0119218	0.0101035	0.00426476	0.00225392	0.0156806	0.00293309	0.00372157	0.0133065	0.0886848	0.00104365	0.00635421	0.011945	0.0020003	0.00957374	0.0500291	0.0174968	0.0176947	0.00601651	0.00524102	0.0212111	0.0228487	0.0527256	0.0173506	0.0150823	0.00722471	0.000831903	0.00165054	0.0134262	0.0173243	0.0278049	0.0210243	0.023646	0.0025588	0.0482734	0.0334052	0.0107465	0.00332255	0.0031571	0.00148448	0.00095145	0.00224227	0.00567196	0.00154906	0.00611276	0.00332342	0.00953029	0.0244135	9.57571e-05	0.6177134	1.382287	0.10347	0.330767	0.708109	1.41221	3.02327	9.66463	1.640262	2.237748	0.0228899	0.00926571	0.0258866	0.000710812	0.0139278	0.00629124	0.00155962	0.0053311	0.0159229	0.000595513	0.0100349	0.00259562	0.00122992	0.0100537	0.000442159	0.0106669	0.00401063	0.00135107	0.00560891	1.42794e-06	0.00135309	0.00378966	0.0200719	0.00151504	0.00278001	0.00648027	0.0111167	0.00136821	0.0382661	0.0168237	0.00371742	0.000900231	0.00341869	0.00517915	0.000579791	0.00495279	0.00324082	0.0127435	0.0107998	0.00455869	0.00240927	0.0167614	0.00313524	0.00397806	0.0142236	0.094797	0.00111558	0.00679215	0.0127682	0.00213816	0.0102336	0.0534772	0.0187027	0.0189143	0.00643117	0.00560223	0.0226729	0.0244234	0.0563595	0.0185465	0.0161218	0.00772264	0.000889238	0.00176429	0.0143515	0.0185183	0.0297212	0.0224733	0.0252757	0.00273516	0.0516004	0.0357075	0.0114871	0.00355154	0.00337469	0.00158679	0.00101703	0.00239681	0.00606288	0.00165582	0.00653405	0.00355248	0.0101871	0.0260961	0.000102357	0.691143	0.308857	0.935523
6192	-937.1196	-1079.292	142.1722	0.0379868	0.0147454	0.0161522	0.000718867	0.00175326	0.00548322	0.00205632	0.00656935	0.00928956	0.00170949	0.00976786	0.000376487	0.001517	0.0062731	0.00084408	0.0018549	0.00772178	0.000843013	0.00274009	2.5818e-05	0.00336763	0.00445853	0.0182835	0.00141875	0.00316901	0.00103932	0.00875711	0.00352845	0.0148506	0.0173286	0.00477116	0.00227997	0.000425036	0.00266079	0.000111006	0.00554338	0.0015314	0.0144283	0.00764906	0.0134039	0.00248996	0.011401	0.0101288	0.00379308	0.0108691	0.0274269	0.00274454	0.0050125	0.00382133	0.00383768	0.0111572	0.0198425	0.0116698	0.0118018	0.00247925	0.00289124	0.0138854	0.00742104	0.087236	0.0122244	0.0410303	0.00144114	0.00615389	0.00128174	0.00967278	0.0143585	0.0186911	0.00973047	0.0126252	0.00195649	0.0352597	0.0180024	0.00243836	0.00748889	0.00113388	0.00214701	0.000739255	0.00236782	0.0144813	0.00139709	0.00421936	0.00302467	0.0182185	0.0129045	0.00488516	0.6000223	1.399978	0.0887666	0.306944	0.691786	1.44553	3.25793	11.2655	1.751088	2.333209	0.0496419	0.0192696	0.021108	0.000939429	0.0022912	0.00716558	0.00268724	0.00858494	0.0121398	0.002234	0.0127648	0.000492001	0.00198244	0.0081978	0.00110306	0.00242402	0.010091	0.00110167	0.0035808	3.37394e-05	0.00440089	0.00582649	0.0238932	0.00185404	0.00414132	0.00135821	0.011444	0.00461104	0.0194071	0.0226454	0.00623504	0.0029795	0.000555445	0.00347718	0.000145065	0.0072442	0.00200126	0.0188552	0.00999593	0.0175165	0.00325392	0.014899	0.0132364	0.00495687	0.014204	0.035842	0.00358662	0.00655043	0.00499379	0.00501515	0.0145804	0.0259306	0.0152503	0.0154228	0.00323993	0.00377833	0.0181457	0.00969795	0.114002	0.0159751	0.0536191	0.00188331	0.00804203	0.001675	0.0126406	0.018764	0.0244258	0.012716	0.0164989	0.00255678	0.046078	0.0235259	0.0031865	0.00978662	0.00148177	0.00280576	0.000966073	0.00309431	0.0189244	0.00182574	0.00551394	0.0039527	0.0238083	0.0168639	0.00638402	0.699989	0.300011	0.7652169
6228	-913.1234	-1054.781	141.6579	0.0472087	0.011408	0.00270708	0.00249875	0.00323155	0.00319811	0.000763818	0.0028975	0.0144997	0.00271548	0.00629716	0.00020698	0.0016981	0.0016335	0.00178376	0.00733939	0.0101599	0.000307361	0.00139022	0.000347419	0.00558796	0.00800155	0.0043524	0.00098534	0.00265474	0.00232497	0.00642643	0.00873506	0.0157727	0.00682707	0.0012173	0.00171934	0.000151954	0.00308412	4.25807e-05	0.0151435	0.0033502	0.00658674	0.00698564	0.00810494	0.00319149	0.00931228	0.00861841	0.00538014	0.00216111	0.0425243	0.00317671	0.00494698	0.00605535	0.00197788	0.00693029	0.0151738	0.00948925	0.00887072	0.00128089	0.00389707	0.00755999	0.00776692	0.0741335	0.00330891	0.0301102	0.00198457	0.0040743	0.00187057	0.0259825	0.0103605	0.0747332	0.00105874	0.0263932	0.0126799	0.0327114	0.0426654	0.000917766	0.00496682	0.00294878	0.00445286	0.0065076	0.00366995	0.00277621	0.00103462	0.00774666	0.00277766	0.00706805	0.0184349	0.0089489	0.4862327	1.513767	0.0737024	0.280329	0.672485	1.48702	3.56724	13.5681	1.885561	3.113256	0.0595335	0.0143863	0.00341381	0.00315109	0.00407521	0.00403304	0.000963226	0.00365395	0.0182851	0.00342441	0.00794115	0.000261016	0.00214141	0.00205995	0.00224945	0.00925548	0.0128124	0.000387604	0.00175316	0.000438119	0.0070468	0.0100905	0.00548867	0.00124258	0.0033478	0.00293195	0.00810416	0.0110155	0.0198904	0.00860941	0.0015351	0.00216821	0.000191624	0.00388929	5.36972e-05	0.0190971	0.00422483	0.00830633	0.00880937	0.0102209	0.00402468	0.0117434	0.0108684	0.00678472	0.00272531	0.0536261	0.00400605	0.00623848	0.00763621	0.00249424	0.00873957	0.0191352	0.0119666	0.0111866	0.00161529	0.00491447	0.00953366	0.00979462	0.0934875	0.00417277	0.037971	0.00250268	0.00513797	0.00235892	0.0327657	0.0130653	0.0942437	0.00133515	0.0332836	0.0159902	0.0412513	0.0538039	0.00115737	0.00626351	0.00371862	0.00561536	0.00820653	0.00462806	0.00350099	0.00130473	0.00976907	0.00350282	0.0089133	0.0232476	0.0112852	0.756884	0.243116	0.7929784
6264	-916.8358	-1058.697	141.8607	0.0597482	0.0126491	0.00117283	0.0019755	0.0033573	0.00312242	0.00102498	0.0111918	0.0100249	0.0116973	0.00261941	0.00662868	0.00496865	0.00793029	0.00399685	0.00643982	0.0112652	0.000427503	0.0103131	0.00146318	0.00293709	0.00512666	0.00370499	0.0019612	0.00449162	0.00470324	0.00541855	0.00895167	0.0355044	0.00341893	0.00485093	0.000878596	6.4145e-05	0.000832449	0.000325661	0.0173534	0.00318064	0.0149024	0.0146011	0.007565	0.00899229	0.00980675	0.00995032	0.00383843	0.000640493	0.0490418	0.00387419	0.00418114	0.00199785	0.0279008	0.0140817	0.00920801	0.000645436	0.0210215	0.00229892	0.00573119	0.0119371	0.0211244	0.0721417	0.00524252	0.0281275	0.00129406	0.00526215	0.00489864	0.040828	0.00614194	0.0459643	0.0021103	0.0210418	0.0195433	0.0513411	0.0421164	0.00383318	0.0026608	0.0032959	0.00336954	0.0115991	0.00255328	0.00954474	0.00957924	0.00858941	0.00246542	0.0264263	0.0217067	0.00539164	0.5765742	1.423426	0.081219	0.293925	0.682496	1.46521	3.40222	12.3124	1.815341	2.468764	0.0612092	0.0129584	0.00120151	0.0020238	0.00343939	0.00319877	0.00105005	0.0114655	0.01027	0.0119834	0.00268346	0.00679077	0.00509015	0.00812421	0.00409458	0.00659729	0.0115407	0.000437957	0.0105653	0.00149896	0.00300891	0.00525202	0.00379559	0.00200916	0.00460145	0.00481825	0.00555105	0.00917056	0.0363726	0.00350253	0.00496955	0.00090008	6.57135e-05	0.000852805	0.000333625	0.0177777	0.00325842	0.0152668	0.0149582	0.00774998	0.00921218	0.0100466	0.0101936	0.00393229	0.000656154	0.050241	0.00396893	0.00428338	0.0020467	0.0285831	0.014426	0.00943317	0.000661218	0.0215356	0.00235514	0.00587133	0.012229	0.0216409	0.0739058	0.00537071	0.0288153	0.0013257	0.00539083	0.00501842	0.0418264	0.00629212	0.0470882	0.0021619	0.0215563	0.0200212	0.0525966	0.0431462	0.00392691	0.00272586	0.00337649	0.00345193	0.0118827	0.00261571	0.00977813	0.00981347	0.00879945	0.0025257	0.0270725	0.0222375	0.00552348	0.711713	0.288287	0.976131
6300	-914.0706	-1055.676	141.6051	0.0200015	0.0064845	0.0106819	0.000685078	0.00135258	0.000617855	0.000581274	0.00809348	0.00470071	0.00488681	8.85155e-05	0.0019364	0.00180914	0.00109006	2.48795e-05	0.00237297	0.00455142	9.13117e-06	0.00462775	1.02417e-05	0.000963559	0.00207511	0.0102312	0.0022929	0.00162079	0.000823966	8.58207e-05	0.0040365	0.0159892	0.00223847	0.00147086	0.000909618	0.000811781	0.000289436	0.00114673	0.00216844	8.5395e-05	0.00798474	0.00583286	0.00112194	0.00664259	0.00430461	0.00277954	0.000965586	0.02681	0.00676131	0.00262033	0.00228306	0.00816802	0.00373883	0.000155138	0.0103879	0.0127606	0.000644222	0.0049931	0.00785403	0.0027201	0.0047708	0.0162774	0.00155394	0.00028526	0.0029389	0.00493086	0.000448392	0.00272959	0.0016311	0.0114769	0.00041552	0.000256706	0.0196626	0.00104555	0.00104139	0.00331531	0.00340424	0.0152143	0.000764381	0.00258521	0.00487745	0.00123888	0.00137942	0.00317742	0.0029925	0.00968648	0.017089	0.00916749	0.5522859	1.447714	0.0445644	0.219335	0.622928	1.60532	4.55923	22.4394	2.249337	2.621313	0.0518534	0.0168109	0.0276925	0.00177605	0.00350654	0.00160178	0.00150694	0.0209822	0.0121865	0.0126689	0.000229475	0.00502008	0.00469016	0.00282595	6.44994e-05	0.00615188	0.0117995	2.36723e-05	0.0119973	2.65515e-05	0.00249801	0.00537967	0.0265243	0.00594428	0.00420186	0.00213611	0.000222488	0.0104645	0.0414517	0.00580319	0.00381317	0.00235817	0.00210453	0.000750356	0.00297287	0.00562164	0.000221385	0.0207002	0.0151216	0.00290861	0.0172208	0.0111596	0.00720588	0.00250326	0.0695043	0.0175285	0.00679315	0.00591879	0.0211754	0.00969284	0.000402193	0.0269303	0.0330814	0.00167013	0.0129445	0.0203614	0.0070518	0.0123682	0.0421987	0.00402856	0.000739529	0.00761902	0.0127831	0.00116245	0.0070764	0.0042286	0.0297537	0.00107723	0.000665506	0.050975	0.00271057	0.00269977	0.00859488	0.00882542	0.0394427	0.00198164	0.00670211	0.0126447	0.00321177	0.00357612	0.00823739	0.007758	0.025112	0.0443028	0.0237665	0.723857	0.276143	0.3857314
6336	-921.8198	-1062.824	141.004	0.0817471	0.0282098	0.0207786	0.00591935	0.00754055	0.00223055	0.00723498	0.0399102	0.0257162	0.0247559	0.0230221	0.00591263	0.00658848	0.00446023	0.00409105	0.00522049	0.014644	0.00029366	0.0273736	0.000271831	0.0102933	0.00273399	0.0510382	0.00444025	0.00519999	0.00444477	0.000223353	0.0281686	0.0400057	0.0106557	0.00935521	0.0016462	0.00390829	0.00061415	0.00884613	0.0282438	0.000568806	0.0436822	0.0236618	0.000261448	0.00683855	0.0059458	0.0208766	0.00994205	0.163944	0.0369892	0.00559004	0.00843223	0.0739509	0.0301314	0.000320598	0.0765971	0.0351999	0.0114857	0.0144203	0.0451626	0.0043813	0.00755422	0.0797086	0.00235299	0.00891943	0.0124781	0.0100016	0.00345719	0.0123109	0.0101674	0.0286288	0.00445611	0.000618328	0.121845	0.00610197	0.00650329	0.0118069	0.0127018	0.0720336	0.00350395	0.00482156	0.0397118	0.00869377	0.00731116	0.0149124	0.0326236	0.0686226	0.0203445	0.0251682	0.4725391	1.527461	0.166885	0.41761	0.761531	1.31314	2.39458	5.99215	1.294619	3.232454	0.0453777	0.0156592	0.0115342	0.00328582	0.00418575	0.00123818	0.00401613	0.0221541	0.0142751	0.013742	0.0127796	0.00328209	0.00365726	0.00247587	0.00227094	0.00289789	0.00812886	0.00016301	0.0151951	0.000150893	0.00571379	0.00151764	0.0283312	0.00246478	0.00288651	0.00246729	0.000123983	0.0156364	0.0222071	0.00591499	0.00519307	0.000913805	0.00216949	0.000340914	0.00491047	0.0156781	0.000315743	0.0242479	0.0131347	0.000145129	0.00379607	0.00330051	0.0115886	0.00551882	0.091005	0.0205326	0.00310302	0.00468072	0.0410501	0.0167259	0.000177964	0.042519	0.0195394	0.00637569	0.00800471	0.0250697	0.00243206	0.00419334	0.0442461	0.00130614	0.00495117	0.00692659	0.00555186	0.00191908	0.00683374	0.0056439	0.0158918	0.00247358	0.000343233	0.067636	0.0033872	0.00360997	0.006554	0.00705073	0.0399858	0.00194504	0.00267644	0.022044	0.0048259	0.00405842	0.00827787	0.0181093	0.0380923	0.0112932	0.0139708	0.76373	0.23627	1.801481
6372	-922.8981	-1064.478	141.58	0.104927	0.00249291	0.0498771	0.0148485	0.00289628	0.00953661	0.00126877	0.0325183	0.0124518	0.00677849	0.00363516	0.0176413	0.000140975	0.0121974	0.0025863	0.00463128	0.00748415	0.00073367	0.00087072	0.00295231	0.00264369	0.00301455	0.0259332	0.00244767	0.000474533	0.00153522	0.00109841	0.0168201	0.0802659	0.0128011	0.00809891	0.00300194	0.0025153	0.0017383	0.0190304	0.00899516	0.000402446	0.0402939	0.0116409	0.000511367	0.00628011	0.0324951	0.00287054	0.0120299	0.158615	0.00550299	0.0112819	0.00748594	0.0666377	0.00645034	0.00192485	0.0400704	0.0454116	0.00648417	0.0124838	0.0136194	0.00355841	0.0108861	0.0966033	0.000865279	0.00645671	0.0136188	0.0367498	0.00726587	0.00633842	0.0139642	0.0119083	0.00283236	0.00013239	0.0798389	0.00401591	0.00305285	0.0113428	0.00702587	0.106477	0.00521261	0.000490802	0.125252	0.0101098	0.0036731	0.00759236	0.0127633	0.0504524	0.0582215	0.0230879	0.6505436	1.349456	0.137176	0.379532	0.739151	1.3529	2.63483	7.28992	1.436371	2.074352	0.0623389	0.00148109	0.0296329	0.0088218	0.00172074	0.00566588	0.000753799	0.0193197	0.00739783	0.00402723	0.00215972	0.010481	8.3756e-05	0.00724668	0.00153657	0.00275153	0.00444647	0.000435887	0.000517311	0.00175402	0.00157066	0.001791	0.0154074	0.0014542	0.000281929	0.000912102	0.000652588	0.00999315	0.0476875	0.0076054	0.00481171	0.00178351	0.00149438	0.00103276	0.0113063	0.00534419	0.0002391	0.0239394	0.00691609	0.000303813	0.00373113	0.0193059	0.00170544	0.00714718	0.0942362	0.00326943	0.0067028	0.00444754	0.0395907	0.00383227	0.00114359	0.0238066	0.0269799	0.00385237	0.00741688	0.00809154	0.00211412	0.00646765	0.0573939	0.000514079	0.00383606	0.0080912	0.0218338	0.00431679	0.00376577	0.00829642	0.00707497	0.00168276	7.86556e-05	0.0474338	0.00238593	0.00181375	0.006739	0.0041742	0.0632602	0.00309691	0.000291595	0.0744145	0.00600643	0.00218226	0.00451076	0.00758292	0.0299747	0.0345905	0.013717	0.674728	0.325272	1.683165
6408	-909.5216	-1052.02	142.4987	0.0545825	0.0221388	0.00283493	0.00442678	0.00514056	0.00665276	0.000319502	0.0327256	0.0146177	0.00664456	0.00299495	0.00543638	6.8566e-05	0.00112069	0.00160991	0.00453561	0.00229951	4.82749e-05	0.00721916	0.000828854	0.0031474	0.00256456	0.00699946	0.00108969	0.00103865	0.00424288	0.000688824	0.0109617	0.0282569	0.00653023	0.0104727	0.00233419	0.00167451	0.00070521	0.00480802	0.0095238	0.00219253	0.0149819	0.0118037	0.0091639	0.00888004	0.00927389	0.0114316	0.00384759	0.0910084	0.000417077	0.00680105	0.0091272	0.0277002	0.0129121	0.00517829	0.0230612	0.027266	0.00437988	0.00331629	0.0112439	0.00175735	0.00477657	0.0594666	0.000662674	0.00194008	0.00456162	0.0100273	0.00633835	0.00121015	0.0105599	0.00680548	0.000492632	0.010445	0.0380736	0.00356554	0.00111341	0.00391673	0.00706684	0.0541768	8.43247e-05	0.000562519	0.0435339	0.00698716	0.00328792	0.028309	0.0186819	0.0105459	0.0176865	0.0218832	0.8141871	1.185813	0.0806449	0.29291	0.681759	1.46679	3.41401	12.4	1.82047	1.456438	0.0578333	0.0234573	0.00300377	0.00469043	0.00544672	0.00704898	0.00033853	0.0346747	0.0154883	0.0070403	0.00317332	0.00576016	7.26496e-05	0.00118744	0.00170579	0.00480574	0.00243646	5.11501e-05	0.00764911	0.000878219	0.00333485	0.0027173	0.00741633	0.00115459	0.00110051	0.00449557	0.000729848	0.0116146	0.0299398	0.00691915	0.0110965	0.00247321	0.00177424	0.000747211	0.00509438	0.010091	0.00232311	0.0158742	0.0125067	0.00970968	0.00940892	0.00982622	0.0121125	0.00407674	0.0964287	0.000441917	0.00720611	0.0096708	0.0293499	0.0136811	0.00548669	0.0244347	0.0288899	0.00464074	0.0035138	0.0119136	0.00186201	0.00506106	0.0630083	0.000702142	0.00205563	0.0048333	0.0106245	0.00671584	0.00128223	0.0111888	0.0072108	0.000521972	0.0110671	0.0403412	0.00377789	0.00117973	0.00415	0.00748772	0.0574034	8.93469e-05	0.000596021	0.0461267	0.0074033	0.00348374	0.029995	0.0197945	0.011174	0.0187398	0.0231866	0.592906	0.407094	0.94379
